AH00558: apache2: Could not reliably determine the server's fully qualified domain name, using 172.19.0.3. Set the 'ServerName' directive globally to suppress this message
[Mon Sep 13 22:58:49.783781 2021] [php7:warn] [pid 31] [client 172.18.0.1:41066] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:17) in /var/www/html/wp-includes/http.php on line 492, referer: http://localhost/wp-admin/admin.php?page=sp_menu
[Mon Sep 13 22:58:49.783861 2021] [php7:warn] [pid 31] [client 172.18.0.1:41066] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:17) in /var/www/html/wp-includes/http.php on line 493, referer: http://localhost/wp-admin/admin.php?page=sp_menu
[Mon Sep 13 22:58:49.783899 2021] [php7:warn] [pid 31] [client 172.18.0.1:41066] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:17) in /var/www/html/wp-admin/admin-ajax.php on line 27, referer: http://localhost/wp-admin/admin.php?page=sp_menu
[Mon Sep 13 22:58:49.783912 2021] [php7:warn] [pid 31] [client 172.18.0.1:41066] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:17) in /var/www/html/wp-admin/admin-ajax.php on line 28, referer: http://localhost/wp-admin/admin.php?page=sp_menu
[Mon Sep 13 22:58:49.784332 2021] [php7:warn] [pid 31] [client 172.18.0.1:41066] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:17) in /var/www/html/wp-includes/functions.php on line 6470, referer: http://localhost/wp-admin/admin.php?page=sp_menu
[Mon Sep 13 22:58:49.784556 2021] [php7:warn] [pid 31] [client 172.18.0.1:41066] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:17) in /var/www/html/wp-includes/functions.php on line 6584, referer: http://localhost/wp-admin/admin.php?page=sp_menu
[Mon Sep 13 22:58:49.786868 2021] [php7:warn] [pid 31] [client 172.18.0.1:41066] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:17) in /var/www/html/wp-admin/includes/misc.php on line 1310, referer: http://localhost/wp-admin/admin.php?page=sp_menu
[Mon Sep 13 23:00:50.764945 2021] [php7:warn] [pid 33] [client 172.18.0.1:41074] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:17) in /var/www/html/wp-includes/http.php on line 492, referer: http://localhost/wp-admin/admin.php?page=sp_menu
[Mon Sep 13 23:00:50.767285 2021] [php7:warn] [pid 33] [client 172.18.0.1:41074] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:17) in /var/www/html/wp-includes/http.php on line 493, referer: http://localhost/wp-admin/admin.php?page=sp_menu
[Mon Sep 13 23:00:50.768313 2021] [php7:warn] [pid 33] [client 172.18.0.1:41074] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:17) in /var/www/html/wp-admin/admin-ajax.php on line 27, referer: http://localhost/wp-admin/admin.php?page=sp_menu
[Mon Sep 13 23:00:50.768398 2021] [php7:warn] [pid 33] [client 172.18.0.1:41074] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:17) in /var/www/html/wp-admin/admin-ajax.php on line 28, referer: http://localhost/wp-admin/admin.php?page=sp_menu
[Mon Sep 13 23:00:50.769538 2021] [php7:warn] [pid 33] [client 172.18.0.1:41074] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:17) in /var/www/html/wp-includes/functions.php on line 6470, referer: http://localhost/wp-admin/admin.php?page=sp_menu
[Mon Sep 13 23:00:50.770266 2021] [php7:warn] [pid 33] [client 172.18.0.1:41074] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:17) in /var/www/html/wp-includes/functions.php on line 6584, referer: http://localhost/wp-admin/admin.php?page=sp_menu
[Mon Sep 13 23:00:50.774364 2021] [php7:warn] [pid 33] [client 172.18.0.1:41074] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:17) in /var/www/html/wp-admin/includes/misc.php on line 1310, referer: http://localhost/wp-admin/admin.php?page=sp_menu
[Mon Sep 13 23:02:51.780291 2021] [php7:warn] [pid 32] [client 172.18.0.1:41082] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:17) in /var/www/html/wp-includes/http.php on line 492, referer: http://localhost/wp-admin/admin.php?page=sp_menu
[Mon Sep 13 23:02:51.780432 2021] [php7:warn] [pid 32] [client 172.18.0.1:41082] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:17) in /var/www/html/wp-includes/http.php on line 493, referer: http://localhost/wp-admin/admin.php?page=sp_menu
[Mon Sep 13 23:02:51.780501 2021] [php7:warn] [pid 32] [client 172.18.0.1:41082] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:17) in /var/www/html/wp-admin/admin-ajax.php on line 27, referer: http://localhost/wp-admin/admin.php?page=sp_menu
[Mon Sep 13 23:02:51.780523 2021] [php7:warn] [pid 32] [client 172.18.0.1:41082] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:17) in /var/www/html/wp-admin/admin-ajax.php on line 28, referer: http://localhost/wp-admin/admin.php?page=sp_menu
[Mon Sep 13 23:02:51.781979 2021] [php7:warn] [pid 32] [client 172.18.0.1:41082] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:17) in /var/www/html/wp-includes/functions.php on line 6470, referer: http://localhost/wp-admin/admin.php?page=sp_menu
[Mon Sep 13 23:02:51.783089 2021] [php7:warn] [pid 32] [client 172.18.0.1:41082] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:17) in /var/www/html/wp-includes/functions.php on line 6584, referer: http://localhost/wp-admin/admin.php?page=sp_menu
[Mon Sep 13 23:02:51.785911 2021] [php7:warn] [pid 32] [client 172.18.0.1:41082] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:17) in /var/www/html/wp-admin/includes/misc.php on line 1310, referer: http://localhost/wp-admin/admin.php?page=sp_menu
[Mon Sep 13 23:05:26.293973 2021] [php7:warn] [pid 34] [client 172.18.0.1:41090] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:17) in /var/www/html/wp-includes/http.php on line 492, referer: http://localhost/wp-admin/admin.php?page=sp_menu
[Mon Sep 13 23:05:26.294611 2021] [php7:warn] [pid 34] [client 172.18.0.1:41090] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:17) in /var/www/html/wp-includes/http.php on line 493, referer: http://localhost/wp-admin/admin.php?page=sp_menu
[Mon Sep 13 23:05:26.294660 2021] [php7:warn] [pid 34] [client 172.18.0.1:41090] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:17) in /var/www/html/wp-admin/admin-ajax.php on line 27, referer: http://localhost/wp-admin/admin.php?page=sp_menu
[Mon Sep 13 23:05:26.294673 2021] [php7:warn] [pid 34] [client 172.18.0.1:41090] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:17) in /var/www/html/wp-admin/admin-ajax.php on line 28, referer: http://localhost/wp-admin/admin.php?page=sp_menu
[Mon Sep 13 23:05:26.295288 2021] [php7:warn] [pid 34] [client 172.18.0.1:41090] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:17) in /var/www/html/wp-includes/functions.php on line 6470, referer: http://localhost/wp-admin/admin.php?page=sp_menu
[Mon Sep 13 23:05:26.295589 2021] [php7:warn] [pid 34] [client 172.18.0.1:41090] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:17) in /var/www/html/wp-includes/functions.php on line 6584, referer: http://localhost/wp-admin/admin.php?page=sp_menu
[Mon Sep 13 23:05:26.298231 2021] [php7:warn] [pid 34] [client 172.18.0.1:41090] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:17) in /var/www/html/wp-admin/includes/misc.php on line 1310, referer: http://localhost/wp-admin/admin.php?page=sp_menu
[Mon Sep 13 23:06:26.033294 2021] [php7:warn] [pid 35] [client 172.18.0.1:41098] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:17) in /var/www/html/wp-includes/http.php on line 492, referer: http://localhost/wp-admin/admin.php?page=sp_menu
[Mon Sep 13 23:06:26.033390 2021] [php7:warn] [pid 35] [client 172.18.0.1:41098] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:17) in /var/www/html/wp-includes/http.php on line 493, referer: http://localhost/wp-admin/admin.php?page=sp_menu
[Mon Sep 13 23:06:26.033421 2021] [php7:warn] [pid 35] [client 172.18.0.1:41098] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:17) in /var/www/html/wp-admin/admin-ajax.php on line 27, referer: http://localhost/wp-admin/admin.php?page=sp_menu
[Mon Sep 13 23:06:26.033444 2021] [php7:warn] [pid 35] [client 172.18.0.1:41098] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:17) in /var/www/html/wp-admin/admin-ajax.php on line 28, referer: http://localhost/wp-admin/admin.php?page=sp_menu
[Mon Sep 13 23:06:26.033867 2021] [php7:warn] [pid 35] [client 172.18.0.1:41098] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:17) in /var/www/html/wp-includes/functions.php on line 6470, referer: http://localhost/wp-admin/admin.php?page=sp_menu
[Mon Sep 13 23:06:26.034085 2021] [php7:warn] [pid 35] [client 172.18.0.1:41098] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:17) in /var/www/html/wp-includes/functions.php on line 6584, referer: http://localhost/wp-admin/admin.php?page=sp_menu
[Mon Sep 13 23:06:26.036365 2021] [php7:warn] [pid 35] [client 172.18.0.1:41098] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:17) in /var/www/html/wp-admin/includes/misc.php on line 1310, referer: http://localhost/wp-admin/admin.php?page=sp_menu
[Mon Sep 13 23:07:26.751366 2021] [php7:warn] [pid 22] [client 172.18.0.1:41106] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:17) in /var/www/html/wp-includes/http.php on line 492, referer: http://localhost/wp-admin/admin.php?page=sp_menu
[Mon Sep 13 23:07:26.751434 2021] [php7:warn] [pid 22] [client 172.18.0.1:41106] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:17) in /var/www/html/wp-includes/http.php on line 493, referer: http://localhost/wp-admin/admin.php?page=sp_menu
[Mon Sep 13 23:07:26.751466 2021] [php7:warn] [pid 22] [client 172.18.0.1:41106] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:17) in /var/www/html/wp-admin/admin-ajax.php on line 27, referer: http://localhost/wp-admin/admin.php?page=sp_menu
[Mon Sep 13 23:07:26.751478 2021] [php7:warn] [pid 22] [client 172.18.0.1:41106] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:17) in /var/www/html/wp-admin/admin-ajax.php on line 28, referer: http://localhost/wp-admin/admin.php?page=sp_menu
[Mon Sep 13 23:07:26.751904 2021] [php7:warn] [pid 22] [client 172.18.0.1:41106] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:17) in /var/www/html/wp-includes/functions.php on line 6470, referer: http://localhost/wp-admin/admin.php?page=sp_menu
[Mon Sep 13 23:07:26.752127 2021] [php7:warn] [pid 22] [client 172.18.0.1:41106] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:17) in /var/www/html/wp-includes/functions.php on line 6584, referer: http://localhost/wp-admin/admin.php?page=sp_menu
[Mon Sep 13 23:07:26.754368 2021] [php7:warn] [pid 22] [client 172.18.0.1:41106] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:17) in /var/www/html/wp-admin/includes/misc.php on line 1310, referer: http://localhost/wp-admin/admin.php?page=sp_menu
